title,artist,top genre,year,bpm,energy,danceability ,dB,liveness,valence,duration,acousticness,speechiness ,popularity,country
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous,gangster rap,2003.0,192.0,60.0,65.0,-7.0,8.0,81.0,224.0,23.0,46.0,65.0,US
Hey Mama,Black Eyed Peas,dance pop,2003.0,100.0,88.0,87.0,-6.0,60.0,94.0,215.0,11.0,24.0,65.0,US
Meant to Live,Switchfoot,ccm,2003.0,152.0,90.0,40.0,-5.0,36.0,56.0,201.0,1.0,5.0,65.0,US
Mundian To Bach Ke,Panjabi MC,bhangra,2003.0,98.0,85.0,78.0,-7.0,14.0,91.0,246.0,30.0,4.0,65.0,GB
So Gone,Monica,contemporary r&b,2003.0,82.0,55.0,62.0,-7.0,25.0,59.0,243.0,18.0,10.0,65.0,US
It's My Life,No Doubt,dance pop,2003.0,126.0,74.0,61.0,-5.0,33.0,78.0,226.0,0.0,3.0,64.0,US
Mockingbird,Eminem,detroit hip hop,2004.0,84.0,68.0,64.0,-4.0,16.0,25.0,251.0,21.0,27.0,92.0,US
Mr. Brightside,The Killers,alternative rock,2004.0,148.0,91.0,35.0,-5.0,10.0,24.0,223.0,0.0,7.0,87.0,US
Somewhere Only We Know,Keane,neo mellow,2004.0,172.0,67.0,45.0,-4.0,8.0,30.0,237.0,6.0,3.0,87.0,GB
Yeah! (feat. Lil Jon & Ludacris),Usher,atl hip hop,2004.0,105.0,79.0,89.0,-5.0,4.0,58.0,250.0,2.0,11.0,84.0,US
Gasolina,Daddy Yankee,latin hip hop,2004.0,96.0,80.0,85.0,-7.0,8.0,74.0,193.0,32.0,6.0,83.0,PR
Lose Yourself,Eminem,detroit hip hop,2004.0,171.0,74.0,69.0,-5.0,34.0,6.0,322.0,1.0,26.0,82.0,US
All Falls Down,Kanye West,chicago rap,2004.0,91.0,73.0,66.0,-5.0,14.0,43.0,224.0,15.0,48.0,81.0,US
Numb / Encore,JAY-Z,east coast hip hop,2004.0,107.0,79.0,69.0,-4.0,58.0,75.0,206.0,6.0,17.0,81.0,US
Take Me Out,Franz Ferdinand,alternative rock,2004.0,105.0,66.0,28.0,-9.0,14.0,53.0,237.0,0.0,4.0,81.0,GB
American Idiot,Green Day,modern rock,2004.0,186.0,99.0,38.0,-2.0,37.0,77.0,176.0,0.0,6.0,80.0,US
My Boo,Usher,atl hip hop,2004.0,86.0,51.0,66.0,-8.0,5.0,68.0,223.0,26.0,12.0,80.0,US
Drop It Like It's Hot,Snoop Dogg,g funk,2004.0,92.0,63.0,89.0,-4.0,10.0,66.0,266.0,19.0,22.0,78.0,US
Unwritten,Natasha Bedingfield,dance pop,2004.0,100.0,80.0,71.0,-6.0,8.0,63.0,259.0,1.0,4.0,78.0,GB
Call on Me - Radio Mix,Eric Prydz,edm,2004.0,126.0,84.0,60.0,-7.0,84.0,45.0,171.0,0.0,38.0,77.0,SE
Let Me Love You,Mario,dance pop,2004.0,95.0,58.0,66.0,-9.0,12.0,56.0,257.0,24.0,9.0,76.0,US
Boulevard of Broken Dreams,Green Day,modern rock,2004.0,167.0,68.0,49.0,-4.0,4.0,51.0,261.0,0.0,3.0,75.0,US
Everybody's Changing,Keane,neo mellow,2004.0,94.0,84.0,52.0,-4.0,11.0,42.0,216.0,0.0,3.0,75.0,GB
La Camisa Negra,Juanes,colombian pop,2004.0,97.0,73.0,75.0,-4.0,6.0,97.0,217.0,8.0,3.0,75.0,CO
My Band,D12,detroit hip hop,2004.0,120.0,85.0,85.0,-3.0,12.0,84.0,299.0,50.0,8.0,75.0,US
Through The Wire,Kanye West,chicago rap,2004.0,83.0,74.0,57.0,-6.0,16.0,66.0,221.0,1.0,25.0,75.0,US
Because of You,Kelly Clarkson,dance pop,2004.0,140.0,58.0,59.0,-5.0,12.0,15.0,219.0,25.0,3.0,74.0,US
Burn,Usher,atl hip hop,2004.0,120.0,48.0,80.0,-7.0,12.0,69.0,232.0,31.0,11.0,74.0,US
Since U Been Gone,Kelly Clarkson,dance pop,2004.0,131.0,74.0,66.0,-5.0,11.0,38.0,189.0,0.0,3.0,74.0,US
I Need a Girl (Pt. 2) [feat. Loon & Ginuwine & Mario Winans],Diddy,dance pop,2004.0,200.0,47.0,71.0,-7.0,3.0,78.0,286.0,42.0,48.0,73.0,US
Beautiful Soul,Jesse McCartney,dance pop,2004.0,90.0,67.0,66.0,-4.0,3.0,93.0,214.0,8.0,5.0,72.0,GB
Confessions Part II,Usher,atl hip hop,2004.0,138.0,47.0,85.0,-8.0,7.0,70.0,211.0,6.0,14.0,72.0,US
Hollaback Girl,Gwen Stefani,dance pop,2004.0,110.0,92.0,93.0,-2.0,2.0,90.0,200.0,35.0,9.0,72.0,US
Slow Jamz,Twista,chicago rap,2004.0,145.0,73.0,56.0,-6.0,28.0,61.0,316.0,31.0,17.0,72.0,US
Jesus Walks,Kanye West,chicago rap,2004.0,87.0,83.0,64.0,-5.0,32.0,72.0,194.0,61.0,32.0,71.0,US
Just Lose It,Eminem,detroit hip hop,2004.0,121.0,63.0,94.0,-4.0,28.0,96.0,249.0,6.0,5.0,71.0,US
Live Like You Were Dying,Tim McGraw,contemporary country,2004.0,160.0,55.0,42.0,-8.0,8.0,42.0,300.0,49.0,3.0,71.0,US
Turn Me On,Kevin Lyttle,soca,2004.0,106.0,68.0,68.0,-7.0,4.0,88.0,192.0,4.0,4.0,71.0,VC
Like Toy Soldiers,Eminem,detroit hip hop,2004.0,79.0,77.0,52.0,-3.0,10.0,40.0,297.0,2.0,36.0,70.0,US
Lovers And Friends,Lil Jon & The East Side Boyz,atl hip hop,2004.0,140.0,50.0,68.0,-6.0,43.0,53.0,261.0,5.0,22.0,70.0,US
Move Ya Body,Nina Sky,hip pop,2004.0,121.0,71.0,87.0,-6.0,6.0,88.0,232.0,2.0,4.0,70.0,US
Rich Girl,Gwen Stefani,dance pop,2004.0,98.0,75.0,86.0,-3.0,21.0,72.0,236.0,3.0,4.0,70.0,US
Dragostea din tei,O-Zone,eurodance,2004.0,130.0,97.0,80.0,-4.0,6.0,68.0,215.0,18.0,4.0,69.0,MD
Ghetto Gospel,2Pac,g funk,2004.0,81.0,61.0,79.0,-5.0,8.0,66.0,238.0,10.0,5.0,69.0,US
Goodies (feat. Petey Pablo),Ciara,dance pop,2004.0,102.0,65.0,83.0,-6.0,30.0,87.0,223.0,3.0,5.0,69.0,UNKNOWN
Leave (Get Out),JoJo,dance pop,2004.0,87.0,56.0,70.0,-7.0,8.0,46.0,243.0,16.0,20.0,69.0,US
Black Betty - Edit,Spiderbait,australian alternative rock,2004.0,124.0,87.0,56.0,-6.0,22.0,35.0,206.0,0.0,9.0,68.0,AU
Lean Back,Terror Squad,bronx hip hop,2004.0,95.0,92.0,78.0,-3.0,7.0,70.0,247.0,11.0,42.0,68.0,US
Overnight Celebrity,Twista,chicago rap,2004.0,134.0,79.0,83.0,-5.0,28.0,78.0,233.0,18.0,18.0,68.0,US
Breakaway,Kelly Clarkson,dance pop,2004.0,160.0,72.0,27.0,-4.0,11.0,39.0,237.0,4.0,3.0,67.0,US
Lola's Theme - Radio Edit,The Shapeshifters,disco house,2004.0,124.0,84.0,75.0,-5.0,13.0,67.0,207.0,0.0,5.0,67.0,GB
Bring Em Out,T.I.,atl hip hop,2004.0,99.0,89.0,76.0,-3.0,14.0,59.0,217.0,3.0,26.0,66.0,US
Caught Up,Usher,atl hip hop,2004.0,110.0,81.0,82.0,-5.0,12.0,81.0,225.0,3.0,6.0,66.0,US
Fuck It (I Don't Want You Back),Eamon,r&b/soul,2004.0,69.0,65.0,83.0,-6.0,4.0,57.0,225.0,21.0,7.0,66.0,US
Left Outside Alone,Anastacia,metal,2004.0,103.0,75.0,66.0,-4.0,9.0,33.0,257.0,7.0,3.0,66.0,US
Luxurious,Gwen Stefani,dance pop,2004.0,131.0,73.0,81.0,-4.0,12.0,67.0,265.0,15.0,8.0,66.0,US
Hips Don't Lie (feat. Wyclef Jean),Shakira,colombian pop,2005.0,100.0,82.0,78.0,-6.0,41.0,76.0,218.0,28.0,7.0,86.0,CO
Feel Good Inc.,Gorillaz,alternative hip hop,2005.0,139.0,71.0,82.0,-7.0,61.0,77.0,223.0,1.0,18.0,85.0,UNKNOWN
Fix You,Coldplay,permanent wave,2005.0,138.0,42.0,21.0,-9.0,11.0,12.0,296.0,16.0,3.0,85.0,GB
Hate It Or Love It,The Game,gangster rap,2005.0,100.0,79.0,80.0,-5.0,12.0,44.0,206.0,14.0,21.0,83.0,US
Candy Shop,50 Cent,east coast hip hop,2005.0,125.0,57.0,61.0,-8.0,38.0,76.0,209.0,3.0,47.0,82.0,US
Before He Cheats,Carrie Underwood,classic oklahoma country,2005.0,148.0,75.0,52.0,-3.0,12.0,29.0,200.0,27.0,4.0,81.0,US
Gold Digger,Kanye West,chicago rap,2005.0,93.0,70.0,63.0,-6.0,6.0,62.0,208.0,2.0,35.0,81.0,US
How to Save a Life,The Fray,neo mellow,2005.0,122.0,74.0,64.0,-4.0,10.0,36.0,263.0,27.0,4.0,81.0,US
Love,Keyshia Cole,hip pop,2005.0,117.0,52.0,69.0,-4.0,10.0,32.0,255.0,6.0,3.0,81.0,US
Pon de Replay,Rihanna,barbadian pop,2005.0,99.0,64.0,78.0,-8.0,10.0,50.0,247.0,0.0,16.0,81.0,US
Temperature,Sean Paul,dance pop,2005.0,125.0,60.0,95.0,-5.0,7.0,82.0,219.0,11.0,7.0,81.0,JM
Hey There Delilah,Plain White T's,modern rock,2005.0,104.0,29.0,66.0,-11.0,11.0,30.0,233.0,87.0,3.0,80.0,US
Just A Lil Bit,50 Cent,east coast hip hop,2005.0,97.0,69.0,49.0,-7.0,32.0,53.0,238.0,3.0,41.0,80.0,US
Lonely,Akon,dance pop,2005.0,90.0,53.0,63.0,-8.0,26.0,62.0,236.0,34.0,3.0,80.0,SN
How We Do,The Game,gangster rap,2005.0,98.0,65.0,86.0,-7.0,3.0,64.0,236.0,5.0,25.0,78.0,US
La Tortura (feat. Alejandro Sanz),Shakira,colombian pop,2005.0,100.0,78.0,74.0,-5.0,12.0,81.0,213.0,3.0,4.0,78.0,CO
Pump It,Black Eyed Peas,dance pop,2005.0,154.0,93.0,65.0,-3.0,75.0,74.0,213.0,1.0,18.0,78.0,US
The Kill,Thirty Seconds To Mars,modern rock,2005.0,183.0,91.0,18.0,-4.0,58.0,29.0,232.0,0.0,8.0,78.0,US
Best of You,Foo Fighters,alternative metal,2005.0,130.0,94.0,37.0,-5.0,19.0,37.0,256.0,0.0,7.0,77.0,US
DARE,Gorillaz,alternative hip hop,2005.0,120.0,89.0,76.0,-6.0,30.0,97.0,245.0,2.0,4.0,77.0,UNKNOWN
Hung Up,Madonna,dance pop,2005.0,125.0,65.0,65.0,-8.0,7.0,41.0,338.0,0.0,5.0,77.0,US
You're Beautiful,James Blunt,neo mellow,2005.0,82.0,48.0,68.0,-10.0,9.0,45.0,209.0,63.0,3.0,77.0,GB
Bad Day,Daniel Powter,canadian pop,2005.0,140.0,79.0,60.0,-4.0,15.0,52.0,234.0,45.0,3.0,76.0,CA
Better Together,Jack Johnson,neo mellow,2005.0,110.0,35.0,87.0,-9.0,11.0,66.0,208.0,30.0,5.0,76.0,UNKNOWN
Shake That,Eminem,detroit hip hop,2005.0,107.0,64.0,96.0,-6.0,16.0,53.0,274.0,5.0,12.0,76.0,US
You And Me,Lifehouse,neo mellow,2005.0,140.0,43.0,46.0,-8.0,17.0,35.0,195.0,11.0,3.0,76.0,US
Disco Inferno,50 Cent,east coast hip hop,2005.0,97.0,66.0,93.0,-5.0,28.0,71.0,214.0,21.0,23.0,75.0,US
Run It! (feat. Juelz Santana),Chris Brown,r&b,2005.0,101.0,48.0,85.0,-7.0,39.0,21.0,230.0,2.0,13.0,75.0,US
Suddenly I See,KT Tunstall,ectofolk,2005.0,100.0,77.0,59.0,-6.0,11.0,66.0,202.0,23.0,4.0,75.0,GB
We Belong Together,Mariah Carey,dance pop,2005.0,140.0,48.0,84.0,-8.0,9.0,77.0,201.0,3.0,6.0,75.0,US
Don't Cha,The Pussycat Dolls,dance pop,2005.0,120.0,63.0,88.0,-3.0,13.0,55.0,272.0,1.0,10.0,74.0,US
Far Away,Nickelback,alternative metal,2005.0,133.0,80.0,52.0,-5.0,11.0,29.0,238.0,0.0,3.0,74.0,CA
Remember the Name (feat. Styles of Beyond),Fort Minor,rap rock,2005.0,85.0,84.0,69.0,-4.0,8.0,88.0,230.0,6.0,9.0,74.0,US
Speed of Sound,Coldplay,permanent wave,2005.0,123.0,90.0,51.0,-7.0,7.0,35.0,288.0,0.0,6.0,74.0,GB
Yo (Excuse Me Miss),Chris Brown,r&b,2005.0,87.0,61.0,54.0,-6.0,21.0,57.0,229.0,12.0,27.0,74.0,US
Touch The Sky,Kanye West,chicago rap,2005.0,99.0,85.0,55.0,-5.0,31.0,55.0,237.0,1.0,34.0,73.0,US
As Good As I Once Was,Toby Keith,classic oklahoma country,2005.0,119.0,87.0,68.0,-4.0,11.0,65.0,228.0,27.0,4.0,72.0,US
Banana Pancakes,Jack Johnson,neo mellow,2005.0,115.0,37.0,81.0,-8.0,9.0,63.0,192.0,60.0,12.0,72.0,UNKNOWN
Beverly Hills,Weezer,alternative rock,2005.0,88.0,82.0,69.0,-4.0,33.0,74.0,196.0,9.0,7.0,72.0,US
Goodbye My Lover,James Blunt,neo mellow,2005.0,90.0,26.0,43.0,-13.0,9.0,27.0,259.0,95.0,5.0,72.0,GB
Home,Michael Bublé,adult standards,2005.0,128.0,37.0,61.0,-9.0,11.0,35.0,226.0,84.0,3.0,72.0,CA
I'm Sprung,T-Pain,dance pop,2005.0,100.0,33.0,73.0,-12.0,10.0,20.0,231.0,9.0,10.0,72.0,US
Rockstar,Nickelback,alternative metal,2005.0,144.0,91.0,62.0,-3.0,34.0,69.0,252.0,5.0,4.0,72.0,CA
Stickwitu,The Pussycat Dolls,dance pop,2005.0,80.0,55.0,55.0,-6.0,7.0,38.0,208.0,28.0,6.0,72.0,US
Axel F,Crazy Frog,techno,2005.0,138.0,91.0,86.0,-3.0,6.0,79.0,169.0,28.0,4.0,71.0,DE
Buttons,The Pussycat Dolls,dance pop,2005.0,211.0,82.0,56.0,-4.0,25.0,48.0,226.0,15.0,27.0,71.0,US
Dakota,Stereophonics,britpop,2005.0,147.0,93.0,51.0,-3.0,9.0,31.0,297.0,13.0,7.0,71.0,GB
I Write Sins Not Tragedies,Panic! At The Disco,pop,2005.0,170.0,82.0,57.0,-4.0,12.0,67.0,186.0,7.0,14.0,71.0,US
My Humps,Black Eyed Peas,dance pop,2005.0,124.0,68.0,80.0,-6.0,11.0,59.0,327.0,11.0,22.0,71.0,US
Over My Head (Cable Car),The Fray,neo mellow,2005.0,116.0,73.0,59.0,-4.0,7.0,71.0,236.0,2.0,4.0,71.0,US
Promiscuous,Nelly Furtado,canadian latin,2006.0,114.0,97.0,81.0,-6.0,15.0,87.0,242.0,6.0,5.0,85.0,CA
Smack That,Akon,dance pop,2006.0,119.0,74.0,94.0,-5.0,11.0,92.0,212.0,32.0,5.0,83.0,SN
Chasing Cars,Snow Patrol,irish rock,2006.0,104.0,60.0,56.0,-5.0,13.0,14.0,268.0,20.0,3.0,82.0,GB
Maneater,Nelly Furtado,canadian latin,2006.0,133.0,78.0,80.0,-5.0,12.0,79.0,259.0,3.0,4.0,82.0,CA
Say It Right,Nelly Furtado,canadian latin,2006.0,117.0,87.0,87.0,-6.0,5.0,81.0,223.0,5.0,14.0,82.0,CA
Teenagers,My Chemical Romance,emo,2006.0,112.0,86.0,46.0,-3.0,18.0,86.0,162.0,5.0,6.0,82.0,US
Back To Black,Amy Winehouse,british soul,2006.0,123.0,42.0,40.0,-14.0,9.0,38.0,241.0,13.0,4.0,81.0,GB
Snow (Hey Oh),Red Hot Chili Peppers,alternative rock,2006.0,105.0,90.0,43.0,-4.0,12.0,60.0,335.0,12.0,5.0,81.0,US
Put Your Records On,Corinne Bailey Rae,british soul,2006.0,96.0,51.0,74.0,-8.0,13.0,54.0,215.0,17.0,4.0,80.0,GB
SexyBack (feat. Timbaland),Justin Timberlake,dance pop,2006.0,117.0,58.0,97.0,-6.0,5.0,96.0,243.0,6.0,8.0,80.0,US
Crazy,Gnarls Barkley,atl hip hop,2006.0,112.0,59.0,86.0,-5.0,11.0,64.0,177.0,5.0,3.0,79.0,US
Dani California,Red Hot Chili Peppers,alternative rock,2006.0,96.0,91.0,56.0,-2.0,35.0,73.0,282.0,2.0,4.0,79.0,US
So Sick,Ne-Yo,dance pop,2006.0,93.0,57.0,45.0,-8.0,19.0,58.0,207.0,25.0,31.0,79.0,US
Supermassive Black Hole,Muse,modern rock,2006.0,120.0,92.0,67.0,-4.0,9.0,78.0,212.0,5.0,4.0,79.0,GB
Welcome to the Black Parade,My Chemical Romance,emo,2006.0,97.0,91.0,22.0,-4.0,22.0,24.0,311.0,0.0,8.0,79.0,US
Me & U,Cassie,dance pop,2006.0,100.0,45.0,80.0,-5.0,7.0,74.0,192.0,35.0,3.0,78.0,US
SOS,Rihanna,barbadian pop,2006.0,137.0,67.0,68.0,-5.0,41.0,53.0,239.0,0.0,4.0,78.0,US
When You Were Young,The Killers,alternative rock,2006.0,130.0,99.0,47.0,-3.0,28.0,32.0,220.0,0.0,11.0,78.0,US
Face Down,The Red Jumpsuit Apparatus,alternative metal,2006.0,93.0,93.0,55.0,-2.0,13.0,46.0,192.0,0.0,4.0,77.0,US
Life is a Highway,Rascal Flatts,contemporary country,2006.0,103.0,95.0,58.0,-4.0,22.0,66.0,276.0,0.0,7.0,76.0,US
Naive,The Kooks,brighton indie,2006.0,100.0,81.0,39.0,-6.0,15.0,74.0,204.0,8.0,9.0,76.0,GB
Who Knew,P!nk,dance pop,2006.0,140.0,73.0,69.0,-5.0,8.0,46.0,208.0,0.0,3.0,76.0,US
Don't Matter,Akon,dance pop,2006.0,125.0,44.0,80.0,-6.0,33.0,35.0,293.0,24.0,4.0,75.0,SN
I Bet You Look Good On The Dancefloor,Arctic Monkeys,garage rock,2006.0,103.0,95.0,54.0,-4.0,38.0,78.0,174.0,0.0,4.0,75.0,GB
I Wanna Love You,Akon,dance pop,2006.0,100.0,45.0,87.0,-9.0,28.0,37.0,247.0,4.0,4.0,75.0,SN
My Love (feat. T.I.),Justin Timberlake,dance pop,2006.0,120.0,68.0,77.0,-6.0,68.0,81.0,276.0,28.0,22.0,75.0,US
Waiting On the World to Change,John Mayer,neo mellow,2006.0,177.0,76.0,58.0,-6.0,25.0,66.0,201.0,16.0,12.0,75.0,US
When The Sun Goes Down,Arctic Monkeys,garage rock,2006.0,169.0,88.0,35.0,-5.0,12.0,41.0,202.0,3.0,20.0,75.0,GB
Grace Kelly,MIKA,pop,2006.0,122.0,83.0,68.0,-6.0,36.0,67.0,188.0,2.0,5.0,74.0,GB
Rehab,Amy Winehouse,british soul,2006.0,72.0,56.0,41.0,-14.0,34.0,78.0,215.0,5.0,6.0,74.0,GB
She Moves In Her Own Way,The Kooks,brighton indie,2006.0,153.0,80.0,41.0,-5.0,10.0,81.0,169.0,24.0,6.0,73.0,GB
Too Little Too Late,JoJo,dance pop,2006.0,82.0,80.0,42.0,-5.0,8.0,73.0,222.0,1.0,6.0,73.0,US
Unfaithful,Rihanna,barbadian pop,2006.0,144.0,39.0,59.0,-9.0,23.0,35.0,227.0,84.0,3.0,73.0,US
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,dance pop,2006.0,76.0,72.0,69.0,-5.0,57.0,43.0,449.0,12.0,7.0,73.0,US
Big Girls Don't Cry (Personal),Fergie,dance pop,2006.0,113.0,64.0,71.0,-4.0,9.0,25.0,268.0,21.0,3.0,72.0,US
Smile,Lily Allen,dance pop,2006.0,96.0,64.0,63.0,-6.0,22.0,73.0,197.0,0.0,3.0,72.0,GB
Sexy Love,Ne-Yo,dance pop,2006.0,94.0,52.0,69.0,-6.0,6.0,49.0,221.0,30.0,4.0,71.0,US
The Sweet Escape,Gwen Stefani,dance pop,2006.0,120.0,77.0,76.0,-4.0,18.0,73.0,246.0,19.0,3.0,71.0,US
What Hurts The Most,Rascal Flatts,contemporary country,2006.0,136.0,67.0,54.0,-5.0,27.0,33.0,214.0,1.0,3.0,71.0,US
Rock This Party - Everybody Dance Now,Bob Sinclar,disco house,2006.0,128.0,82.0,89.0,-4.0,5.0,90.0,245.0,7.0,12.0,70.0,FR
Love Is A Losing Game,Amy Winehouse,british soul,2006.0,165.0,29.0,48.0,-17.0,15.0,56.0,155.0,34.0,3.0,69.0,GB
Snap Yo Fingers,Lil Jon,atl hip hop,2006.0,82.0,76.0,84.0,-5.0,29.0,63.0,274.0,1.0,23.0,69.0,US
Summer Love,Justin Timberlake,dance pop,2006.0,96.0,59.0,61.0,-7.0,33.0,48.0,253.0,8.0,9.0,69.0,US
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,dance pop,2006.0,96.0,76.0,71.0,-3.0,4.0,72.0,244.0,7.0,23.0,68.0,JM
America,Razorlight,britpop,2006.0,91.0,57.0,45.0,-5.0,36.0,15.0,250.0,30.0,3.0,67.0,GB
It's Goin' Down (feat. Nitti),Yung Joc,atl hip hop,2006.0,84.0,58.0,89.0,-8.0,13.0,61.0,242.0,10.0,6.0,67.0,US
Patience,Take That,boy band,2006.0,176.0,78.0,31.0,-4.0,12.0,37.0,202.0,14.0,4.0,67.0,GB
You Give Me Something,James Morrison,neo mellow,2006.0,80.0,69.0,56.0,-6.0,9.0,58.0,213.0,22.0,11.0,67.0,UNKNOWN
Ain't No Other Man,Christina Aguilera,dance pop,2006.0,128.0,74.0,86.0,-5.0,10.0,51.0,229.0,0.0,22.0,66.0,US
All Good Things (Come To An End),Nelly Furtado,canadian latin,2006.0,101.0,65.0,66.0,-8.0,11.0,39.0,311.0,25.0,3.0,66.0,CA
Flashing Lights,Kanye West,chicago rap,2007.0,90.0,63.0,64.0,-8.0,39.0,43.0,238.0,4.0,4.0,86.0,US
Stronger,Kanye West,chicago rap,2007.0,104.0,72.0,62.0,-8.0,41.0,49.0,312.0,1.0,15.0,83.0,US
The Way I Are,Timbaland,dance pop,2007.0,115.0,81.0,73.0,-6.0,32.0,77.0,179.0,18.0,10.0,83.0,US
Homecoming,Kanye West,chicago rap,2007.0,87.0,75.0,67.0,-7.0,12.0,92.0,203.0,34.0,19.0,82.0,US
What I've Done,Linkin Park,alternative metal,2007.0,120.0,93.0,62.0,-5.0,14.0,29.0,206.0,1.0,3.0,82.0,US
Gimme More,Britney Spears,dance pop,2007.0,113.0,84.0,79.0,-3.0,7.0,38.0,251.0,25.0,3.0,81.0,US
This Is The Life,Amy Macdonald,scottish singer-songwriter,2007.0,95.0,88.0,63.0,-5.0,7.0,85.0,184.0,26.0,3.0,81.0,GB
Bleed It Out,Linkin Park,alternative metal,2007.0,140.0,97.0,53.0,-4.0,61.0,60.0,166.0,11.0,5.0,80.0,US
Fluorescent Adolescent,Arctic Monkeys,garage rock,2007.0,112.0,83.0,65.0,-5.0,12.0,79.0,184.0,0.0,3.0,80.0,GB
The Pretender,Foo Fighters,alternative metal,2007.0,173.0,96.0,43.0,-4.0,3.0,37.0,269.0,0.0,4.0,80.0,US
Thnks fr th Mmrs,Fall Out Boy,emo,2007.0,155.0,89.0,46.0,-5.0,11.0,59.0,204.0,1.0,6.0,80.0,US
Beautiful Girls,Sean Kingston,dance pop,2007.0,130.0,66.0,76.0,-6.0,26.0,77.0,225.0,15.0,7.0,79.0,JM
Can't Tell Me Nothing,Kanye West,chicago rap,2007.0,80.0,62.0,60.0,-6.0,82.0,10.0,272.0,1.0,4.0,79.0,US
Give It To Me,Timbaland,dance pop,2007.0,111.0,71.0,98.0,-4.0,8.0,82.0,234.0,17.0,6.0,79.0,US
Kids,MGMT,alternative rock,2007.0,123.0,93.0,45.0,-4.0,36.0,17.0,303.0,0.0,7.0,79.0,US
Paper Planes,M.I.A.,escape room,2007.0,172.0,85.0,45.0,-6.0,65.0,49.0,205.0,3.0,22.0,79.0,UNKNOWN
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,pop soul,2007.0,106.0,83.0,70.0,-5.0,10.0,89.0,219.0,0.0,6.0,78.0,GB
Bleeding Love,Leona Lewis,british soul,2007.0,104.0,66.0,64.0,-6.0,15.0,23.0,262.0,19.0,4.0,77.0,GB
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,dance pop,2007.0,80.0,55.0,69.0,-8.0,7.0,61.0,228.0,1.0,12.0,77.0,US
Because Of You,Ne-Yo,dance pop,2007.0,110.0,54.0,81.0,-6.0,10.0,83.0,267.0,53.0,4.0,76.0,US
Crank That (Soulja Boy),Soulja Boy,atl hip hop,2007.0,140.0,74.0,74.0,-2.0,5.0,80.0,222.0,52.0,8.0,76.0,US
Destination Calabria - Radio Edit,Alex Gaudino,disco house,2007.0,128.0,95.0,63.0,-5.0,29.0,31.0,223.0,0.0,4.0,76.0,IT
Girlfriend,Avril Lavigne,canadian pop,2007.0,164.0,96.0,56.0,-2.0,21.0,67.0,217.0,0.0,10.0,76.0,CA
Good Life,Kanye West,chicago rap,2007.0,83.0,81.0,44.0,-7.0,44.0,49.0,207.0,0.0,35.0,76.0,US
Misery Business,Paramore,candy pop,2007.0,173.0,91.0,52.0,-4.0,11.0,73.0,212.0,0.0,7.0,76.0,US
No One,Alicia Keys,neo soul,2007.0,90.0,55.0,64.0,-5.0,13.0,17.0,254.0,2.0,3.0,76.0,US
Paralyzer,Finger Eleven,alternative metal,2007.0,106.0,94.0,64.0,-3.0,23.0,86.0,208.0,16.0,5.0,76.0,CA
With You,Chris Brown,r&b,2007.0,86.0,69.0,66.0,-4.0,14.0,66.0,252.0,13.0,7.0,76.0,US
All Summer Long,Kid Rock,nu metal,2007.0,103.0,86.0,70.0,-4.0,10.0,89.0,298.0,2.0,3.0,75.0,US
Apologize,OneRepublic,piano rock,2007.0,118.0,74.0,59.0,-6.0,10.0,50.0,208.0,36.0,3.0,75.0,US
Bartender (feat. Akon),T-Pain,dance pop,2007.0,105.0,39.0,83.0,-9.0,22.0,44.0,239.0,6.0,6.0,75.0,US
Beautiful Liar,Beyoncé,pop,2007.0,92.0,75.0,76.0,-4.0,16.0,42.0,200.0,1.0,7.0,75.0,US
Love Song,Sara Bareilles,acoustic pop,2007.0,123.0,79.0,58.0,-3.0,19.0,57.0,259.0,2.0,3.0,75.0,US
Apologize,Timbaland,dance pop,2007.0,118.0,60.0,65.0,-6.0,10.0,10.0,184.0,3.0,3.0,74.0,US
Bubbly,Colbie Caillat,dance pop,2007.0,128.0,48.0,69.0,-7.0,12.0,26.0,196.0,59.0,4.0,74.0,US
No Air (feat. Chris Brown),Jordin Sparks,dance pop,2007.0,160.0,76.0,47.0,-5.0,6.0,33.0,264.0,5.0,20.0,74.0,US
X Gon' Give It To Ya,DMX,east coast hip hop,2007.0,95.0,90.0,76.0,-3.0,7.0,67.0,218.0,1.0,18.0,74.0,US
You,Lloyd,r&b,2007.0,130.0,88.0,41.0,-6.0,30.0,70.0,273.0,10.0,47.0,74.0,GB
Everything,Michael Bublé,adult standards,2007.0,123.0,69.0,69.0,-5.0,9.0,49.0,212.0,39.0,3.0,73.0,CA
Kiss Kiss (feat. T-Pain),Chris Brown,r&b,2007.0,140.0,66.0,73.0,-3.0,7.0,55.0,251.0,5.0,23.0,73.0,US
Time to Pretend,MGMT,alternative rock,2007.0,101.0,94.0,44.0,-3.0,30.0,42.0,261.0,0.0,5.0,73.0,US
Beggin (original version),Madcon,norwegian hip hop,2007.0,129.0,80.0,72.0,-5.0,6.0,45.0,216.0,3.0,6.0,72.0,NO
